GENEID	SYMBOL	GENETYPE
ENSG00000275131.3	AC241952.2	transcribed_unprocessed_pseudogene
ENSG00000275933.1	AC247039.1	misc_RNA
ENSG00000286106.1	AC253572.1	protein_coding
ENSG00000273136.7	NBPF26	protein_coding
ENSG00000287979.1	AC253572.2	lncRNA
ENSG00000263353.3	PPIAL4A	protein_coding
ENSG00000281741.2	AC241377.4	TEC
ENSG00000226067.7	LINC00623	lncRNA
ENSG00000277610.1	RNVU1-4	snRNA
ENSG00000285215.2	AC241377.5	transcribed_unprocessed_pseudogene
ENSG00000275585.2	AC241377.3	transcribed_unprocessed_pseudogene
ENSG00000198019.13	FCGR1B	protein_coding
ENSG00000234998.1	AC244453.3	lncRNA
ENSG00000233029.3	AC244453.2	lncRNA
ENSG00000223345.3	H2BP1	transcribed_unprocessed_pseudogene
ENSG00000227193.2	AC244453.1	lncRNA
ENSG00000213244.3	H3P4	unprocessed_pseudogene
ENSG00000188610.12	FAM72B	protein_coding
ENSG00000171943.12	SRGAP2C	protein_coding
ENSG00000227082.3	LINC02798	lncRNA
ENSG00000228826.3	AL592494.1	lncRNA
ENSG00000233432.2	MTIF2P1	processed_pseudogene
ENSG00000272583.1	AL592494.2	lncRNA
ENSG00000231752.6	EMBP1	transcribed_unprocessed_pseudogene
ENSG00000274927.1	AC239859.4	unprocessed_pseudogene
ENSG00000203825.4	AC239859.1	unprocessed_pseudogene
ENSG00000179571.10	NBPF17P	unprocessed_pseudogene
ENSG00000226028.2	PFN1P12	processed_pseudogene
ENSG00000206737.1	RNVU1-18	snRNA
ENSG00000232721.2	AC239800.2	lncRNA
ENSG00000223779.6	AC239800.1	unprocessed_pseudogene
ENSG00000242352.2	FAM91A3P	transcribed_processed_pseudogene
ENSG00000263590.2	LINC02591	lncRNA
ENSG00000233430.3	AC239798.1	unprocessed_pseudogene
ENSG00000265531.3	FCGR1CP	unprocessed_pseudogene
ENSG00000234571.2	H2BP2	transcribed_unprocessed_pseudogene
ENSG00000273213.3	H3-2	protein_coding
ENSG00000263513.5	FAM72C	protein_coding
ENSG00000270872.2	SRGAP2D	unprocessed_pseudogene
ENSG00000207205.1	RNVU1-15	snRNA
ENSG00000237343.1	AC246785.3	lncRNA
ENSG00000233586.1	AC246785.2	processed_pseudogene
ENSG00000266338.6	NBPF15	protein_coding
ENSG00000227212.3	PFN1P6	processed_pseudogene
ENSG00000275291.1	RNVU1-26	snRNA
ENSG00000278099.1	RNVU1-2A	snRNA
ENSG00000277918.1	RNVU1-28	snRNA
ENSG00000196369.11	SRGAP2B	protein_coding
ENSG00000215784.6	FAM72D	protein_coding
ENSG00000283752.1	AC241585.3	unprocessed_pseudogene
ENSG00000272419.6	LINC01145	transcribed_unprocessed_pseudogene
ENSG00000281571.2	AC241585.2	TEC
ENSG00000223612.3	AC241585.1	processed_pseudogene
ENSG00000256374.2	PPIAL4D	protein_coding
ENSG00000276216.1	AC245014.3	lncRNA
ENSG00000236140.1	AC245014.1	lncRNA
ENSG00000162825.16	NBPF20	protein_coding
ENSG00000286620.1	AC239860.3	TEC
ENSG00000270722.1	RNVU1-31	snRNA
ENSG00000275064.1	AC239860.1	unprocessed_pseudogene
ENSG00000272150.5	NBPF25P	transcribed_unprocessed_pseudogene
ENSG00000117262.19	GPR89A	protein_coding
ENSG00000174827.14	PDZK1	protein_coding
ENSG00000117281.16	CD160	protein_coding
ENSG00000265491.5	RNF115	protein_coding
ENSG00000186141.9	POLR3C	protein_coding
ENSG00000186364.12	NUDT17	protein_coding
ENSG00000131788.16	PIAS3	protein_coding
ENSG00000278549.1	MIR6736	miRNA
ENSG00000198483.13	ANKRD35	protein_coding
ENSG00000143127.13	ITGA10	protein_coding
ENSG00000131779.11	PEX11B	protein_coding
ENSG00000265241.6	RBM8A	protein_coding
ENSG00000211451.12	GNRHR2	transcribed_unitary_pseudogene
ENSG00000234222.6	LIX1L-AS1	lncRNA
ENSG00000271601.4	LIX1L	protein_coding
ENSG00000272031.3	ANKRD34A	protein_coding
ENSG00000278431.1	AC243547.2	lncRNA
ENSG00000121851.13	POLR3GL	protein_coding
ENSG00000265972.6	TXNIP	protein_coding
ENSG00000287190.1	AC239799.2	lncRNA
ENSG00000233396.8	LINC01719	lncRNA
ENSG00000271425.9	NBPF10	protein_coding
ENSG00000264343.6	NOTCH2NLA	protein_coding
ENSG00000276509.1	AC239799.1	lncRNA
ENSG00000277406.2	SEC22B4P	transcribed_unprocessed_pseudogene
ENSG00000270339.3	PPIAL4H	protein_coding
ENSG00000273768.1	RNVU1-29	snRNA
ENSG00000287978.1	AC245407.2	lncRNA
ENSG00000274428.1	RNVU1-25	snRNA
ENSG00000277655.1	AC245407.1	unprocessed_pseudogene
ENSG00000276975.3	HYDIN2	transcribed_unprocessed_pseudogene
ENSG00000268043.7	NBPF12	protein_coding
ENSG00000244371.2	PFN1P8	processed_pseudogene
ENSG00000227242.4	NBPF13P	unprocessed_pseudogene
ENSG00000225603.3	AC244394.1	processed_pseudogene
ENSG00000230832.3	AC241584.1	processed_pseudogene
ENSG00000286172.1	RNVU1-8	snRNA
ENSG00000283342.1	AC241584.2	unprocessed_pseudogene
ENSG00000131791.8	PRKAB2	protein_coding
ENSG00000180867.11	PDIA3P1	transcribed_processed_pseudogene
ENSG00000237188.5	AC242426.2	lncRNA
ENSG00000131781.13	FMO5	protein_coding
ENSG00000226015.2	CCT8P1	processed_pseudogene
ENSG00000131778.19	CHD1L	protein_coding
ENSG00000278811.4	LINC00624	lncRNA
ENSG00000213226.4	AC242426.1	processed_pseudogene
ENSG00000116128.11	BCL9	protein_coding
ENSG00000162836.12	ACP6	protein_coding
ENSG00000265107.3	GJA5	protein_coding
ENSG00000188092.15	GPR89B	protein_coding
ENSG00000215859.9	PDZK1P1	transcribed_unprocessed_pseudogene
ENSG00000273059.1	AC239803.1	lncRNA
ENSG00000274372.5	LINC02804	lncRNA
ENSG00000206585.1	RNVU1-7	snRNA
ENSG00000229828.2	PDE4DIPP1	unprocessed_pseudogene
ENSG00000263956.6	NBPF11	protein_coding
ENSG00000198658.4	ABHD17AP1	unprocessed_pseudogene
ENSG00000232265.8	LINC02805	lncRNA
ENSG00000227733.10	AC239809.3	lncRNA
ENSG00000199879.1	RNVU1-22	snRNA
ENSG00000274020.4	LINC01138	lncRNA
ENSG00000224481.3	AC245100.1	lncRNA
ENSG00000235988.1	AC245100.5	processed_pseudogene
ENSG00000283676.1	MIR5087	miRNA
ENSG00000202408.2	RNVU1-21	snRNA
ENSG00000272824.1	AC245100.7	lncRNA
ENSG00000207340.1	RNVU1-1	snRNA
ENSG00000252135.1	RNU1-155P	snRNA
ENSG00000238825.1	RNVU1-2	snRNA
ENSG00000231551.8	AC245100.4	transcribed_unprocessed_pseudogene
ENSG00000201183.1	RNVU1-3	snRNA
ENSG00000225871.2	AC245100.2	processed_pseudogene
ENSG00000280649.2	AC245100.8	TEC
ENSG00000236334.2	PPIAL4G	protein_coding
ENSG00000274210.1	RNVU1-27	snRNA
ENSG00000270629.6	NBPF14	protein_coding
ENSG00000286019.1	NOTCH2NLB	protein_coding
ENSG00000178104.19	PDE4DIP	protein_coding
ENSG00000254539.1	AC239804.1	lncRNA
ENSG00000269713.7	NBPF9	protein_coding
ENSG00000201699.1	RNVU1-24	snRNA
ENSG00000274265.5	AC245297.4	lncRNA
ENSG00000215861.6	AC245297.1	transcribed_unprocessed_pseudogene
ENSG00000272755.1	AC245297.2	lncRNA
ENSG00000286219.1	NOTCH2NLC	protein_coding
ENSG00000271383.7	NBPF19	protein_coding
ENSG00000263464.2	PPIAL4C	protein_coding
ENSG00000277147.6	LINC00869	transcribed_unprocessed_pseudogene
ENSG00000275557.1	AC242842.1	lncRNA
ENSG00000206828.1	RNVU1-30	snRNA
ENSG00000284842.1	FAM91A2P	transcribed_processed_pseudogene
ENSG00000234232.7	AC243772.3	transcribed_unprocessed_pseudogene
ENSG00000275229.1	RNU1-68P	snRNA
ENSG00000226500.2	AC243772.1	processed_pseudogene
ENSG00000150337.13	FCGR1A	protein_coding
ENSG00000203814.6	H2BC18	protein_coding
ENSG00000233030.2	AC243772.2	lncRNA
ENSG00000183598.3	H3C13	protein_coding
ENSG00000270882.2	H4C14	protein_coding
ENSG00000203812.2	H2AC18	protein_coding
ENSG00000220323.4	H2BC19P	transcribed_unprocessed_pseudogene
ENSG00000261716.2	H2BC20P	transcribed_unprocessed_pseudogene
ENSG00000272196.2	H2AC19	protein_coding
ENSG00000270276.2	H4C15	protein_coding
ENSG00000184678.10	H2BC21	protein_coding
ENSG00000184260.5	H2AC20	protein_coding
ENSG00000184270.5	H2AC21	protein_coding
ENSG00000178096.9	BOLA1	protein_coding
ENSG00000159164.10	SV2A	protein_coding
ENSG00000143368.10	SF3B4	protein_coding
ENSG00000014914.21	MTMR11	protein_coding
ENSG00000264522.6	OTUD7B	protein_coding
ENSG00000285184.3	AC244033.2	lncRNA
ENSG00000136631.15	VPS45	protein_coding
ENSG00000023902.14	PLEKHO1	protein_coding
ENSG00000285554.1	AC242988.2	lncRNA
ENSG00000266187.2	RN7SL480P	misc_RNA
ENSG00000143401.15	ANP32E	protein_coding
ENSG00000276110.1	AC242988.1	lncRNA
ENSG00000118298.12	CA14	protein_coding
ENSG00000117362.13	APH1A	protein_coding
ENSG00000118292.9	C1orf54	protein_coding
ENSG00000159208.16	CIART	protein_coding
ENSG00000266472.5	MRPS21	protein_coding
ENSG00000117360.13	PRPF3	protein_coding
ENSG00000163125.15	RPRD2	protein_coding
ENSG00000143374.17	TARS2	protein_coding
ENSG00000143369.15	ECM1	protein_coding
ENSG00000228126.1	FALEC	lncRNA
ENSG00000237781.3	ADAMTSL4-AS2	lncRNA
ENSG00000143382.15	ADAMTSL4	protein_coding
ENSG00000264553.1	MIR4257	miRNA
ENSG00000203804.4	ADAMTSL4-AS1	lncRNA
ENSG00000277452.1	RN7SL473P	misc_RNA
ENSG00000274963.1	RN7SL600P	misc_RNA
ENSG00000143384.13	MCL1	protein_coding
ENSG00000253047.1	AL356356.1	snoRNA
ENSG00000143420.18	ENSA	protein_coding
ENSG00000276103.1	AL356356.2	snRNA
ENSG00000143457.11	GOLPH3L	protein_coding
ENSG00000143452.16	HORMAD1	protein_coding
ENSG00000163131.11	CTSS	protein_coding
ENSG00000236713.1	AL356292.1	processed_pseudogene
ENSG00000143387.13	CTSK	protein_coding
ENSG00000224690.2	UBE2D3P3	processed_pseudogene
ENSG00000143437.21	ARNT	protein_coding
ENSG00000200175.1	RNU6-1309P	snRNA
ENSG00000143379.12	SETDB1	protein_coding
ENSG00000143418.19	CERS2	protein_coding
ENSG00000259357.2	AL590133.2	lncRNA
ENSG00000231073.1	AL590133.1	lncRNA
ENSG00000143412.10	ANXA9	protein_coding
ENSG00000143409.15	MINDY1	protein_coding
ENSG00000143363.17	PRUNE1	protein_coding
ENSG00000163141.20	BNIPL	protein_coding
ENSG00000143443.10	C1orf56	protein_coding
ENSG00000197622.13	CDC42SE1	protein_coding
ENSG00000213190.4	MLLT11	protein_coding
ENSG00000143458.12	GABPB2	protein_coding
ENSG00000261168.1	AL592424.1	lncRNA
ENSG00000143434.15	SEMA6C	protein_coding
ENSG00000163154.6	TNFAIP8L2	protein_coding
ENSG00000163156.12	SCNM1	protein_coding
ENSG00000163155.12	LYSMD1	protein_coding
ENSG00000163157.15	TMOD4	protein_coding
ENSG00000163159.13	VPS72	protein_coding
ENSG00000143398.20	PIP5K1A	protein_coding
ENSG00000159352.15	PSMD4	protein_coding
ENSG00000232671.6	ZNF687-AS1	lncRNA
ENSG00000143373.18	ZNF687	protein_coding
ENSG00000143393.16	PI4KB	protein_coding
ENSG00000265753.2	RN7SL444P	misc_RNA
ENSG00000273481.1	AL391069.3	lncRNA
ENSG00000143390.17	RFX5	protein_coding
ENSG00000237976.1	AL391069.2	lncRNA
ENSG00000143416.21	SELENBP1	protein_coding
ENSG00000159377.11	PSMB4	protein_coding
ENSG00000143442.22	POGZ	protein_coding
ENSG00000143375.15	CGN	protein_coding
ENSG00000252840.1	AL365436.3	snoRNA
ENSG00000143367.16	TUFT1	protein_coding
ENSG00000232536.1	AL365436.2	lncRNA
ENSG00000207606.1	MIR554	miRNA
ENSG00000223861.1	AL365436.1	processed_pseudogene
ENSG00000143376.14	SNX27	protein_coding
ENSG00000250734.2	AL391335.1	lncRNA
ENSG00000206635.1	RNU6-1062P	snRNA
ENSG00000159409.15	CELF3	protein_coding
ENSG00000227045.1	AL589765.1	lncRNA
ENSG00000178796.13	RIIAD1	protein_coding
ENSG00000269621.1	AL589765.7	lncRNA
ENSG00000143436.11	MRPL9	protein_coding
ENSG00000143450.16	OAZ3	protein_coding
ENSG00000249602.1	AL589765.4	lncRNA
ENSG00000268288.1	AL589765.5	lncRNA
ENSG00000182134.16	TDRKH	protein_coding
ENSG00000203288.4	TDRKH-AS1	lncRNA
ENSG00000269489.1	AL589765.6	lncRNA
ENSG00000213171.2	LINGO4	protein_coding
ENSG00000143365.19	RORC	protein_coding
ENSG00000225556.1	C2CD4D	protein_coding
ENSG00000234614.1	C2CD4D-AS1	lncRNA
ENSG00000196407.12	THEM5	protein_coding
ENSG00000159445.13	THEM4	protein_coding
ENSG00000285651.1	AL450992.3	lncRNA
ENSG00000197747.9	S100A10	protein_coding
ENSG00000229021.2	AL450992.2	lncRNA
ENSG00000163191.6	S100A11	protein_coding
ENSG00000182898.4	TCHHL1	protein_coding
ENSG00000159450.12	TCHH	protein_coding
ENSG00000237975.7	FLG-AS1	lncRNA
ENSG00000236427.1	AL589986.2	lncRNA
ENSG00000197915.6	HRNR	protein_coding
ENSG00000143631.11	FLG	protein_coding
ENSG00000143520.6	FLG2	protein_coding
ENSG00000143536.7	CRNN	protein_coding
ENSG00000186207.5	LCE5A	protein_coding
ENSG00000185962.1	LCE3A	protein_coding
ENSG00000187223.4	LCE2D	protein_coding
ENSG00000159455.9	LCE2B	protein_coding
ENSG00000187173.4	LCE2A	protein_coding
ENSG00000187170.4	LCE4A	protein_coding
ENSG00000184148.4	SPRR4	protein_coding
ENSG00000169469.9	SPRR1B	protein_coding
ENSG00000203785.9	SPRR2E	protein_coding
ENSG00000203782.6	LOR	protein_coding
ENSG00000159527.3	PGLYRP3	protein_coding
ENSG00000163218.15	PGLYRP4	protein_coding
ENSG00000163220.11	S100A9	protein_coding
ENSG00000163221.9	S100A12	protein_coding
ENSG00000237008.2	LAPTM4BP1	processed_pseudogene
ENSG00000143546.10	S100A8	protein_coding
ENSG00000184330.12	S100A7A	protein_coding
ENSG00000143556.9	S100A7	protein_coding
ENSG00000263841.2	RN7SL44P	misc_RNA
ENSG00000238279.1	BX470102.1	lncRNA
ENSG00000197956.10	S100A6	protein_coding
ENSG00000196420.7	S100A5	protein_coding
ENSG00000196154.12	S100A4	protein_coding
ENSG00000188015.10	S100A3	protein_coding
ENSG00000196754.12	S100A2	protein_coding
ENSG00000285867.1	BX470102.2	lncRNA
ENSG00000189171.14	S100A13	protein_coding
ENSG00000160678.11	S100A1	protein_coding
ENSG00000272030.1	AL162258.2	lncRNA
ENSG00000160679.13	CHTOP	protein_coding
ENSG00000143553.11	SNAPIN	protein_coding
ENSG00000143621.17	ILF2	protein_coding
ENSG00000169418.10	NPR1	protein_coding
ENSG00000199565.1	AL513523.1	misc_RNA
ENSG00000143624.14	INTS3	protein_coding
ENSG00000233222.2	AL513523.5	lncRNA
ENSG00000143554.14	SLC27A3	protein_coding
ENSG00000207039.1	AL513523.2	misc_RNA
ENSG00000143614.10	GATAD2B	protein_coding
ENSG00000231827.3	AL513523.4	transcribed_unprocessed_pseudogene
ENSG00000223599.1	AL513523.3	processed_pseudogene
ENSG00000284738.1	AL358472.5	lncRNA
ENSG00000198837.10	DENND4B	protein_coding
ENSG00000160741.17	CRTC2	protein_coding
ENSG00000143570.18	SLC39A1	protein_coding
ENSG00000276584.1	MIR6737	miRNA
ENSG00000282386.1	AL358472.4	lncRNA
ENSG00000273026.1	AL358472.3	lncRNA
ENSG00000143578.16	CREB3L4	protein_coding
ENSG00000143543.15	JTB	protein_coding
ENSG00000285641.1	AL358472.6	protein_coding
ENSG00000272654.1	AL358472.2	lncRNA
ENSG00000143545.10	RAB13	protein_coding
ENSG00000143552.9	NUP210L	protein_coding
ENSG00000231416.1	AL358472.1	processed_pseudogene
ENSG00000200220.1	RNU6-179P	snRNA
ENSG00000263987.1	MIR5698	miRNA
ENSG00000143549.21	TPM3	protein_coding
ENSG00000163263.7	C1orf189	protein_coding
ENSG00000143612.20	C1orf43	protein_coding
ENSG00000143569.19	UBAP2L	protein_coding
ENSG00000201129.1	SNORA58B	snoRNA
ENSG00000143575.15	HAX1	protein_coding
ENSG00000143595.13	AQP10	protein_coding
ENSG00000143515.18	ATP8B2	protein_coding
ENSG00000238365.3	RNU7-57P	snRNA
ENSG00000237920.2	AL162591.1	unprocessed_pseudogene
ENSG00000228013.1	IL6R-AS1	lncRNA
ENSG00000160712.13	IL6R	protein_coding
ENSG00000169291.10	SHE	protein_coding
ENSG00000273110.1	AL162591.2	lncRNA
ENSG00000163239.12	TDRD10	protein_coding
ENSG00000160714.10	UBE2Q1	protein_coding
ENSG00000286391.1	AL592078.2	lncRNA
ENSG00000160716.6	CHRNB2	protein_coding
ENSG00000233875.1	AL592078.1	lncRNA
ENSG00000160710.17	ADAR	protein_coding
ENSG00000287064.1	AL606500.1	lncRNA
ENSG00000143603.19	KCNN3	protein_coding
ENSG00000163344.6	PMVK	protein_coding
ENSG00000270361.1	AL451085.2	lncRNA
ENSG00000163346.17	PBXIP1	protein_coding
ENSG00000268154.2	AL451085.1	misc_RNA
ENSG00000163348.4	PYGO2	protein_coding
ENSG00000271380.1	AL451085.3	lncRNA
ENSG00000160691.18	SHC1	protein_coding
ENSG00000173207.13	CKS1B	protein_coding
ENSG00000264349.1	MIR4258	miRNA
ENSG00000160688.19	FLAD1	protein_coding
ENSG00000163352.5	LENEP	protein_coding
ENSG00000160685.13	ZBTB7B	protein_coding
ENSG00000163354.15	DCST2	protein_coding
ENSG00000163357.10	DCST1	protein_coding
ENSG00000232093.1	DCST1-AS1	lncRNA
ENSG00000143537.13	ADAM15	protein_coding
ENSG00000243364.8	EFNA4	protein_coding
ENSG00000143590.14	EFNA3	protein_coding
ENSG00000169242.12	EFNA1	protein_coding
ENSG00000169241.19	SLC50A1	protein_coding
ENSG00000179085.7	DPM3	protein_coding
ENSG00000223452.3	HMGN2P18	processed_pseudogene
ENSG00000163463.11	KRTCAP2	protein_coding
ENSG00000163462.18	TRIM46	protein_coding
ENSG00000185499.16	MUC1	protein_coding
ENSG00000231064.7	AC234582.1	lncRNA
ENSG00000169231.13	THBS3	protein_coding
ENSG00000173171.14	MTX1	protein_coding
ENSG00000236263.1	AC234582.2	lncRNA
ENSG00000160766.14	GBAP1	transcribed_unprocessed_pseudogene
ENSG00000236675.1	MTX1P1	unprocessed_pseudogene
ENSG00000177628.16	GBA	protein_coding
ENSG00000160767.21	FAM189B	protein_coding
ENSG00000116521.11	SCAMP3	protein_coding
ENSG00000176444.19	CLK2	protein_coding
ENSG00000143630.10	HCN3	protein_coding
ENSG00000143627.19	PKLR	protein_coding
ENSG00000160752.14	FDPS	protein_coding
ENSG00000225855.7	RUSC1-AS1	lncRNA
ENSG00000160753.16	RUSC1	protein_coding
ENSG00000116539.13	ASH1L	protein_coding
ENSG00000283701.1	MIR555	miRNA
ENSG00000207134.1	RNU6-106P	snRNA
ENSG00000227773.1	ASH1L-IT1	lncRNA
ENSG00000235919.4	ASH1L-AS1	lncRNA
ENSG00000225082.2	DAP3P1	unprocessed_pseudogene
ENSG00000232519.2	AL353807.2	lncRNA
ENSG00000125459.16	MSTO1	protein_coding
ENSG00000246203.2	AL353807.3	unprocessed_pseudogene
ENSG00000287839.1	AL353807.5	lncRNA
ENSG00000163374.19	YY1AP1	protein_coding
ENSG00000132676.16	DAP3	protein_coding
ENSG00000203761.5	MSTO2P	unprocessed_pseudogene
ENSG00000116580.18	GON4L	protein_coding
ENSG00000132718.9	SYT11	protein_coding
ENSG00000283442.1	AL139128.2	snRNA
ENSG00000143622.11	RIT1	protein_coding
ENSG00000132680.11	KHDC4	protein_coding
ENSG00000207475.1	SNORA80E	snoRNA
ENSG00000173080.5	RXFP4	protein_coding
ENSG00000116584.20	ARHGEF2	protein_coding
ENSG00000277817.1	MIR6738	miRNA
ENSG00000273002.1	AL355388.1	lncRNA
ENSG00000224276.1	ARHGEF2-AS1	lncRNA
ENSG00000285677.2	AL355388.2	lncRNA
ENSG00000163479.14	SSR2	protein_coding
ENSG00000160803.8	UBQLN4	protein_coding
ENSG00000116586.12	LAMTOR2	protein_coding
ENSG00000132698.15	RAB25	protein_coding
ENSG00000254726.3	MEX3A	protein_coding
ENSG00000160789.20	LMNA	protein_coding
ENSG00000196189.13	SEMA4A	protein_coding
ENSG00000252236.1	AL135927.1	snoRNA
ENSG00000160785.13	SLC25A44	protein_coding
ENSG00000260238.6	PMF1-BGLAP	protein_coding
ENSG00000160783.19	PMF1	protein_coding
ENSG00000242252.2	BGLAP	protein_coding
ENSG00000160781.17	PAQR6	protein_coding
ENSG00000198952.8	SMG5	protein_coding
ENSG00000163472.19	TMEM79	protein_coding
ENSG00000198715.13	GLMP	protein_coding
ENSG00000189030.9	VHLL	protein_coding
ENSG00000163468.15	CCT3	protein_coding
ENSG00000163467.11	TSACC	protein_coding
ENSG00000132677.13	RHBG	protein_coding
ENSG00000237390.1	AL139130.1	lncRNA
ENSG00000125462.18	C1orf61	protein_coding
ENSG00000116604.18	MEF2D	protein_coding
ENSG00000206651.1	AL139412.1	misc_RNA
ENSG00000260460.1	AL365181.1	lncRNA
ENSG00000183856.11	IQGAP3	protein_coding
ENSG00000187862.12	TTC24	protein_coding
ENSG00000163382.12	NAXE	protein_coding
ENSG00000160818.16	GPATCH4	protein_coding
ENSG00000132702.13	HAPLN2	protein_coding
ENSG00000272068.1	AL365181.2	lncRNA
ENSG00000132692.19	BCAN	protein_coding
ENSG00000272405.1	AL365181.3	lncRNA
ENSG00000229953.1	AL590666.2	lncRNA
ENSG00000132688.11	NES	protein_coding
ENSG00000237588.2	AL590666.3	lncRNA
ENSG00000285570.1	AL590666.4	lncRNA
ENSG00000143320.9	CRABP2	protein_coding
ENSG00000223356.1	AL590666.1	lncRNA
ENSG00000143319.16	ISG20L2	protein_coding
ENSG00000143303.12	RRNAD1	protein_coding
ENSG00000143314.12	MRPL24	protein_coding
ENSG00000143321.19	HDGF	protein_coding
ENSG00000143294.15	PRCC	protein_coding
ENSG00000287624.1	AL590666.5	lncRNA
ENSG00000027869.11	SH2D2A	protein_coding
ENSG00000198400.11	NTRK1	protein_coding
ENSG00000027644.5	INSRR	protein_coding
ENSG00000187800.13	PEAR1	protein_coding
ENSG00000160838.14	LRRC71	protein_coding
ENSG00000132694.18	ARHGEF11	protein_coding
ENSG00000211581.1	MIR765	miRNA
ENSG00000266160.2	RN7SL612P	misc_RNA
ENSG00000237842.2	AL157713.1	processed_pseudogene
ENSG00000224520.2	KRT8P45	processed_pseudogene
ENSG00000253831.3	ETV3L	protein_coding
ENSG00000117036.12	ETV3	protein_coding
ENSG00000229961.3	AL357143.1	transcribed_unprocessed_pseudogene
ENSG00000271736.2	LINC02772	lncRNA
ENSG00000286151.1	AL732406.1	unprocessed_pseudogene
ENSG00000143297.19	FCRL5	protein_coding
ENSG00000163518.11	FCRL4	protein_coding
ENSG00000236731.1	AL135929.2	unprocessed_pseudogene
ENSG00000233712.1	AL135929.1	unprocessed_pseudogene
ENSG00000160856.21	FCRL3	protein_coding
ENSG00000227217.1	AL356276.1	lncRNA
ENSG00000231700.3	AL356276.2	processed_pseudogene
ENSG00000232366.1	VDAC1P9	processed_pseudogene
ENSG00000132704.16	FCRL2	protein_coding
ENSG00000163534.15	FCRL1	protein_coding
ENSG00000073754.6	CD5L	protein_coding
ENSG00000227425.1	MRPS21P2	processed_pseudogene
ENSG00000183853.18	KIRREL1	protein_coding
ENSG00000226520.1	KIRREL1-IT1	lncRNA
ENSG00000231666.7	LINC01704	lncRNA
ENSG00000227295.2	ELL2P1	processed_pseudogene
ENSG00000158473.7	CD1D	protein_coding
ENSG00000229914.1	AL138899.2	processed_pseudogene
ENSG00000176320.2	AL138899.1	lncRNA
ENSG00000158477.7	CD1A	protein_coding
ENSG00000230942.1	HMGN1P5	processed_pseudogene
ENSG00000158481.13	CD1C	protein_coding
ENSG00000158485.11	CD1B	protein_coding
ENSG00000158488.16	CD1E	protein_coding
ENSG00000180708.5	OR10K2	protein_coding
ENSG00000236257.1	EI24P2	processed_pseudogene
ENSG00000236656.1	AL365440.2	lncRNA
ENSG00000231434.1	AL365440.1	processed_pseudogene
ENSG00000197532.2	OR6Y1	protein_coding
ENSG00000186440.2	OR6P1	protein_coding
ENSG00000198967.4	OR10Z1	protein_coding
ENSG00000163554.15	SPTA1	protein_coding
ENSG00000203757.2	OR6K3	protein_coding
ENSG00000180437.5	OR6K4P	unprocessed_pseudogene
ENSG00000226949.1	OR6K5P	unprocessed_pseudogene
ENSG00000197403.4	OR6N1	protein_coding
ENSG00000188340.2	OR6N2	protein_coding
ENSG00000180409.3	OR10AA1P	unprocessed_pseudogene
ENSG00000163563.8	MNDA	protein_coding
ENSG00000163564.15	PYHIN1	protein_coding
ENSG00000163565.18	IFI16	protein_coding
ENSG00000163568.15	AIM2	protein_coding
ENSG00000233473.2	RAD1P2	processed_pseudogene
ENSG00000162706.13	CADM3	protein_coding
ENSG00000225670.4	CADM3-AS1	lncRNA
ENSG00000213088.12	ACKR1	protein_coding
ENSG00000215846.6	MPTX1	processed_pseudogene
ENSG00000248642.1	OR10J2P	unprocessed_pseudogene
ENSG00000179639.10	FCER1A	protein_coding
ENSG00000196184.10	OR10J1	protein_coding
ENSG00000132703.4	APCS	protein_coding
ENSG00000158731.2	OR10J6P	unprocessed_pseudogene
ENSG00000276632.1	AL445528.2	processed_pseudogene
ENSG00000132693.12	CRP	protein_coding
ENSG00000158716.9	DUSP23	protein_coding
ENSG00000181036.14	FCRL6	protein_coding
ENSG00000158714.11	SLAMF8	protein_coding
ENSG00000256029.6	AL590560.2	protein_coding
ENSG00000212161.1	AL590560.1	snoRNA
ENSG00000243284.1	VSIG8	protein_coding
ENSG00000272668.2	AL590560.3	lncRNA
ENSG00000213085.10	CFAP45	protein_coding
ENSG00000266458.1	MIR4259	miRNA
ENSG00000287040.1	AL590560.5	lncRNA
ENSG00000279430.1	AL590560.4	TEC
ENSG00000158710.14	TAGLN2	protein_coding
ENSG00000085552.17	IGSF9	protein_coding
ENSG00000162723.10	SLAMF9	protein_coding
ENSG00000224259.7	LINC01133	lncRNA
ENSG00000273933.1	AL513485.1	unprocessed_pseudogene
ENSG00000177807.10	KCNJ10	protein_coding
ENSG00000143315.8	PIGM	protein_coding
ENSG00000225279.2	AL121987.1	lncRNA
ENSG00000162728.5	KCNJ9	protein_coding
ENSG00000162729.14	IGSF8	protein_coding
ENSG00000018625.15	ATP1A2	protein_coding
ENSG00000132681.17	ATP1A4	protein_coding
ENSG00000143318.13	CASQ1	protein_coding
ENSG00000227741.1	AL121987.2	lncRNA
ENSG00000162734.12	PEA15	protein_coding
ENSG00000132716.19	DCAF8	protein_coding
ENSG00000258465.8	AL139011.2	protein_coding
ENSG00000228606.3	AL139011.1	lncRNA
ENSG00000162735.18	PEX19	protein_coding
ENSG00000122218.16	COPA	protein_coding
ENSG00000235082.2	SUMO1P3	processed_pseudogene
ENSG00000202078.1	AL513282.1	misc_RNA
ENSG00000162736.17	NCSTN	protein_coding
ENSG00000171786.6	NHLH1	protein_coding
ENSG00000162738.6	VANGL2	protein_coding
ENSG00000162739.14	SLAMF6	protein_coding
